mapping_id,database_version,source_schema,source_table,itemid,source_label,clinical_variable,analysis_role,decision,rationale,reviewer,reviewed_on,evidence_reference,notes
EN_OS_226000,MIMIC-IV 3.1,mimiciv_icu,inputevents,226000,Chocolate Scandi Shake (mixed),qualifying_en,exposure,exclude,"Oral supplement or fiber modular, not qualifying EN. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.",authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B03; bucket=hold_oral_supplement; family=Chocolate Scandi Shake (mixed); n_rows=7
EN_AD_225919,MIMIC-IV 3.1,mimiciv_icu,inputevents,225919,D5 Aminosyn 3.5%,qualifying_en,exposure,exclude,"Vitamin, electrolyte, or amino-acid additive, not EN initiation. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.",authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B06; bucket=exclude_additive; family=D5 Aminosyn 3.5%; n_rows=0
EN_OS_229574,MIMIC-IV 3.1,mimiciv_icu,inputevents,229574,Fiber Supplement (i.e. Banana Flakes),qualifying_en,exposure,exclude,"Oral supplement or fiber modular, not qualifying EN. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.",authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B03; bucket=hold_oral_supplement; family=Fiber Supplement (i.e. Banana Flakes); n_rows=1141
EN_AD_225923,MIMIC-IV 3.1,mimiciv_icu,inputevents,225923,Folate,qualifying_en,exposure,exclude,"Vitamin, electrolyte, or amino-acid additive, not EN initiation. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.",authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B06; bucket=exclude_additive; family=Folate; n_rows=0
EN_AD_225921,MIMIC-IV 3.1,mimiciv_icu,inputevents,225921,Hepatamine,qualifying_en,exposure,exclude,"Vitamin, electrolyte, or amino-acid additive, not EN initiation. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.",authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B06; bucket=exclude_additive; family=Hepatamine; n_rows=0
EN_AD_225924,MIMIC-IV 3.1,mimiciv_icu,inputevents,225924,Hydrochloric Acid,qualifying_en,exposure,exclude,"Vitamin, electrolyte, or amino-acid additive, not EN initiation. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.",authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B06; bucket=exclude_additive; family=Hydrochloric Acid; n_rows=0
EN_OS_225995,MIMIC-IV 3.1,mimiciv_icu,inputevents,225995,Mighty Shake (Chocolate),qualifying_en,exposure,exclude,"Oral supplement or fiber modular, not qualifying EN. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.",authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B03; bucket=hold_oral_supplement; family=Mighty Shake (Chocolate); n_rows=18
EN_OS_225994,MIMIC-IV 3.1,mimiciv_icu,inputevents,225994,Mighty Shake (Vanilla/Strawberry),qualifying_en,exposure,exclude,"Oral supplement or fiber modular, not qualifying EN. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.",authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B03; bucket=hold_oral_supplement; family=Mighty Shake (Vanilla/Strawberry); n_rows=23
EN_OS_225996,MIMIC-IV 3.1,mimiciv_icu,inputevents,225996,Mighty Shake (no sugar added),qualifying_en,exposure,exclude,"Oral supplement or fiber modular, not qualifying EN. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.",authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B03; bucket=hold_oral_supplement; family=Mighty Shake (no sugar added); n_rows=20
EN_AD_225922,MIMIC-IV 3.1,mimiciv_icu,inputevents,225922,Nephramine,qualifying_en,exposure,exclude,"Vitamin, electrolyte, or amino-acid additive, not EN initiation. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.",authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B06; bucket=exclude_additive; family=Nephramine; n_rows=0
EN_OS_225993,MIMIC-IV 3.1,mimiciv_icu,inputevents,225993,Optisource,qualifying_en,exposure,exclude,"Oral supplement or fiber modular, not qualifying EN. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.",authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B03; bucket=hold_oral_supplement; family=Optisource; n_rows=8
EN_AD_222139,MIMIC-IV 3.1,mimiciv_icu,inputevents,222139,Potassium ACEtate,qualifying_en,exposure,exclude,"Vitamin, electrolyte, or amino-acid additive, not EN initiation. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.",authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B06; bucket=exclude_additive; family=Potassium ACEtate; n_rows=0
EN_AD_225925,MIMIC-IV 3.1,mimiciv_icu,inputevents,225925,Potassium Phosphate,qualifying_en,exposure,exclude,"Vitamin, electrolyte, or amino-acid additive, not EN initiation. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.",authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B06; bucket=exclude_additive; family=Potassium Phosphate; n_rows=0
EN_OS_225991,MIMIC-IV 3.1,mimiciv_icu,inputevents,225991,Resource Fruit Beverage,qualifying_en,exposure,exclude,"Oral supplement or fiber modular, not qualifying EN. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.",authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B03; bucket=hold_oral_supplement; family=Resource Fruit Beverage; n_rows=5
EN_AD_225926,MIMIC-IV 3.1,mimiciv_icu,inputevents,225926,Sodium ACEtate,qualifying_en,exposure,exclude,"Vitamin, electrolyte, or amino-acid additive, not EN initiation. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.",authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B06; bucket=exclude_additive; family=Sodium ACEtate; n_rows=0
EN_OS_226002,MIMIC-IV 3.1,mimiciv_icu,inputevents,226002,Vanilla Lactose Free Scandi Shake (mixed),qualifying_en,exposure,exclude,"Oral supplement or fiber modular, not qualifying EN. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.",authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B03; bucket=hold_oral_supplement; family=Vanilla Lactose Free Scandi Shake (mixed); n_rows=2
EN_OS_225999,MIMIC-IV 3.1,mimiciv_icu,inputevents,225999,Vanilla Scandi Shake (mixed),qualifying_en,exposure,exclude,"Oral supplement or fiber modular, not qualifying EN. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.",authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B03; bucket=hold_oral_supplement; family=Vanilla Scandi Shake (mixed); n_rows=2
VP_DR_221662,MIMIC-IV 3.1,mimiciv_icu,inputevents,221662,Dopamine,vasopressor,time_varying_censoring_predictor,include,Standard ICU vasopressor infusion (01-Drips). Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B10; bucket=include_vasopressor; family=Dopamine; n_rows=18085
VP_DR_221289,MIMIC-IV 3.1,mimiciv_icu,inputevents,221289,Epinephrine,vasopressor,time_varying_censoring_predictor,include,Standard ICU vasopressor infusion (01-Drips). Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B10; bucket=include_vasopressor; family=Epinephrine; n_rows=31495
VP_BL_229617,MIMIC-IV 3.1,mimiciv_icu,inputevents,229617,Epinephrine.,vasopressor,time_varying_censoring_predictor,exclude,"Epinephrine bolus (05-Med Bolus), not continuous infusion. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.",authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B11; bucket=hold_duplicate_label; family=Epinephrine; n_rows=234
VP_DR_221906,MIMIC-IV 3.1,mimiciv_icu,inputevents,221906,Norepinephrine,vasopressor,time_varying_censoring_predictor,include,Standard ICU vasopressor infusion (01-Drips). Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B10; bucket=include_vasopressor; family=Norepinephrine; n_rows=459800
VP_DR_221749,MIMIC-IV 3.1,mimiciv_icu,inputevents,221749,Phenylephrine,vasopressor,time_varying_censoring_predictor,include,Standard ICU vasopressor infusion (01-Drips). Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B10; bucket=include_vasopressor; family=Phenylephrine; n_rows=209376
VP_DR_229632,MIMIC-IV 3.1,mimiciv_icu,inputevents,229632,Phenylephrine (200/250),vasopressor,time_varying_censoring_predictor,include,Standard ICU vasopressor infusion (01-Drips). Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B10; bucket=include_vasopressor; family=Phenylephrine (200/250); n_rows=12840
VP_RU_229631,MIMIC-IV 3.1,mimiciv_icu,inputevents,229631,Phenylephrine (200/250)_OLD_1,vasopressor,time_varying_censoring_predictor,exclude,Retired unused dictionary row with zero 3.1 inputevents. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B04; bucket=exclude_retired_unused; family=Phenylephrine (200/250)_OLD_1; n_rows=0
VP_DR_229630,MIMIC-IV 3.1,mimiciv_icu,inputevents,229630,Phenylephrine (50/250),vasopressor,time_varying_censoring_predictor,include,Standard ICU vasopressor infusion (01-Drips). Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B10; bucket=include_vasopressor; family=Phenylephrine (50/250); n_rows=61013
VP_IT_229789,MIMIC-IV 3.1,mimiciv_icu,chartevents,229789,Phenylephrine (Intubation),vasopressor,time_varying_censoring_predictor,exclude,"Phenylephrine intubation row links to chartevents, not an infusion. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.",authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B12; bucket=exclude_not_inputevents; family=Phenylephrine (Intubation); n_rows=0
VP_DR_222315,MIMIC-IV 3.1,mimiciv_icu,inputevents,222315,Vasopressin,vasopressor,time_varying_censoring_predictor,include,Standard ICU vasopressor infusion (01-Drips). Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B10; bucket=include_vasopressor; family=Vasopressin; n_rows=37163
LAB_XX_51775,MIMIC-IV 3.1,mimiciv_hosp,labevents,51775,(Albumin),out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=(Albumin); n_rows=0
LAB_XX_51807,MIMIC-IV 3.1,mimiciv_hosp,labevents,51807,(Albumin),out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=(Albumin); n_rows=0
LAB_XX_51910,MIMIC-IV 3.1,mimiciv_hosp,labevents,51910,(Albumin),out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=(Albumin); n_rows=0
LAB_XX_51926,MIMIC-IV 3.1,mimiciv_hosp,labevents,51926,(Albumin),out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=(Albumin); n_rows=0
LAB_XX_53116,MIMIC-IV 3.1,mimiciv_hosp,labevents,53116,(Albumin),out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=(Albumin); n_rows=0
LAB_XX_53138,MIMIC-IV 3.1,mimiciv_hosp,labevents,53138,(Albumin),out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=(Albumin); n_rows=0
LAB_XX_51067,MIMIC-IV 3.1,mimiciv_hosp,labevents,51067,24 hr Creatinine,out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=24 hr Creatinine; n_rows=0
LAB_XX_51776,MIMIC-IV 3.1,mimiciv_hosp,labevents,51776,<Albumin>,out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=<Albumin>; n_rows=0
LAB_XX_51836,MIMIC-IV 3.1,mimiciv_hosp,labevents,51836,<Albumin>,out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=<Albumin>; n_rows=0
LAB_XX_53085,MIMIC-IV 3.1,mimiciv_hosp,labevents,53085,Albumin,out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Albumin; n_rows=0
LAB_XX_50835,MIMIC-IV 3.1,mimiciv_hosp,labevents,50835,"Albumin, Ascites",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Albumin, Ascites; n_rows=0"
LAB_XX_52022,MIMIC-IV 3.1,mimiciv_hosp,labevents,52022,"Albumin, Blood",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Albumin, Blood; n_rows=0"
LAB_XX_51025,MIMIC-IV 3.1,mimiciv_hosp,labevents,51025,"Albumin, Body Fluid",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Albumin, Body Fluid; n_rows=0"
LAB_XX_51777,MIMIC-IV 3.1,mimiciv_hosp,labevents,51777,"Albumin, CSF",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Albumin, CSF; n_rows=0"
LAB_XX_51019,MIMIC-IV 3.1,mimiciv_hosp,labevents,51019,"Albumin, Joint Fluid",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Albumin, Joint Fluid; n_rows=0"
LAB_XX_51046,MIMIC-IV 3.1,mimiciv_hosp,labevents,51046,"Albumin, Pleural",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Albumin, Pleural; n_rows=0"
LAB_XX_51927,MIMIC-IV 3.1,mimiciv_hosp,labevents,51927,"Albumin, Stool",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Albumin, Stool; n_rows=0"
LAB_XX_51069,MIMIC-IV 3.1,mimiciv_hosp,labevents,51069,"Albumin, Urine",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Albumin, Urine; n_rows=0"
LAB_XX_52703,MIMIC-IV 3.1,mimiciv_hosp,labevents,52703,"Albumin, Urine",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Albumin, Urine; n_rows=0"
LAB_XX_51070,MIMIC-IV 3.1,mimiciv_hosp,labevents,51070,"Albumin/Creatinine, Urine",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Albumin/Creatinine, Urine; n_rows=0"
LAB_XX_51963,MIMIC-IV 3.1,mimiciv_hosp,labevents,51963,Amylase/Creatinine Clearance,out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Amylase/Creatinine Clearance; n_rows=0
LAB_XX_51073,MIMIC-IV 3.1,mimiciv_hosp,labevents,51073,"Amylase/Creatinine Ratio, Urine",out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,"ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Amylase/Creatinine Ratio, Urine; n_rows=0"
LAB_XX_51464,MIMIC-IV 3.1,mimiciv_hosp,labevents,51464,Bilirubin,out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Bilirubin; n_rows=0
LAB_XX_51966,MIMIC-IV 3.1,mimiciv_hosp,labevents,51966,Bilirubin,out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Bilirubin; n_rows=0
LAB_XX_51465,MIMIC-IV 3.1,mimiciv_hosp,labevents,51465,Bilirubin Crystals,out_of_lock_scope,not_used_for_itemid_lock,exclude,Wrong fluid or analyte for the mapping lock. Codex+hy4 agree; author-confirmed 2026-08-30 confirmation-02.,authors,2026-08-30,workspace/metered-results/candidate_itemids.txt; reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/human-confirmation-20260830-mapping-agreements.json,ballot=B16; bucket=exclude_wrong_fluid_or_analyte; family=Bilirubin Crystals; n_rows=0
